Latitude,Longitude,Population,G25-1,G25-2,G25-3,G25-4,G25-5,G25-6,G25-7,G25-8,G25-9,G25-10,G25-11,G25-12,G25-13,G25-14,G25-15,G25-16,G25-17,G25-18,G25-19,G25-20,G25-21,G25-22,G25-23,G25-24,G25-25
53.305983,67.648166,Kazakhstan_Botai_Eneolithic:BOT2016.SG,0.104717,-0.088351,0.089378,0.176359,-0.082785,0.039881,-0.042772,-0.048229,-0.022907,-0.082006,0.02517,-0.008842,0.023934,-0.072665,0.020765,0.009812,-0.012517,-0.002027,-0.003645,0.002626,-0.031694,0.01286,0.02428,0.003976,-0.007424
49.3435,86.3711,Kazakhstan_Berel_IA_o1:BRE001.AG,0.084229,-0.135065,0.059585,0.045543,-0.045855,0.013387,0.009165,0.010846,-0.013703,-0.026606,-0.01429,-0.007493,-0.00223,-0.022983,0.018458,-0.000398,-0.01343,-0.001647,0.004525,-0.000125,-0.028075,0.000866,0.005669,0.006507,-0.001078
49.3435,86.3711,Kazakhstan_Berel_IA_o3:BRE002.AG,0.035285,-0.40215,0.084852,-0.019703,-0.079707,-0.040997,0.0094,0.023076,0.013908,0.011116,-0.023059,-0.003597,-0.002676,-0.003303,-0.005972,0.001989,0.002477,0.00114,0.006411,0.01063,-0.026578,-0.001113,-0.010846,-0.008796,0.001676
49.3435,86.3711,Kazakhstan_Berel_IA:BRE003.AG,0.087644,-0.107646,0.065242,0.051034,-0.046778,0.012829,0.00517,-0.005769,-0.015544,-0.028976,-0.003573,-0.001049,0.000892,-0.031103,0.013165,0.013126,0.002217,0.005448,-0.002891,0.004252,-0.021462,0.003215,0.001849,0.005904,-0.011496
49.3435,86.3711,Kazakhstan_Berel_IA:BRE004.AG,0.087644,-0.123895,0.059962,0.043282,-0.048624,-0.000837,0.00141,-0.007846,-0.018407,-0.018041,-0.00682,-0.004496,-0.003419,-0.021056,0.012622,0.011933,0.003651,0.001394,0.000503,0.012006,-0.025081,0.003586,-0.00419,-0.003133,-0.00479
49.3435,86.3711,Kazakhstan_Berel_IA:BRE005.AG,0.086506,-0.090382,0.044123,0.051357,-0.046778,0.014502,0,-0.003231,-0.017589,-0.025878,-0.009256,-0.001049,0.00669,-0.03069,0.012893,0.009679,0.000391,-0.004054,-0.002388,0.005628,-0.026952,0.007172,-0.005423,0.000723,-0.004191
49.3435,86.3711,Kazakhstan_Berel_IA:BRE006.AG,0.080814,-0.128972,0.04978,0.046835,-0.054164,0.006136,0.004935,0.011307,-0.021475,-0.023144,-0.006658,0.00045,-0.004906,-0.030002,0.013165,-0.006232,-0.002868,-0.000127,0.003645,0.007128,-0.030571,0.00779,-0.003451,0.004217,-0.003712
49.3435,86.3711,Kazakhstan_Berel_IA_o2:BRE007.AG,0.063741,-0.251851,0.067505,0.006137,-0.051702,-0.015339,0.0047,0.003231,-0.005113,-0.002005,-0.017213,0.0003,0.001635,-0.009496,0.008143,0.005038,0.001173,0.000253,0.002137,0.016758,-0.0282,0.011252,-0.015899,-0.004097,-0.002036
49.3435,86.3711,Kazakhstan_Berel_IA_o3:BRE008.AG,0.037562,-0.387932,0.081835,-0.019703,-0.072013,-0.04518,0.021386,0.02746,0.003477,0.013121,-0.01835,0.002248,-0.002081,-0.003716,0.001629,-0.001458,-0.005346,-0.004561,-0.003645,0.004502,-0.025081,0.005441,-0.016515,-0.005302,0.005149
49.3435,86.3711,Kazakhstan_Berel_IA:BRE009.AG,0.086506,-0.097491,0.065242,0.053941,-0.041854,-0.001394,-0.007755,-0.001615,-0.014112,-0.024602,-0.010068,0.000749,0.005054,-0.031928,0.018458,0.001458,-0.008214,-0.007601,0.00729,0.009254,-0.030321,-0.001237,0.004437,-0.002169,-0.001916
49.3435,86.3711,Kazakhstan_Berel_IA:BRE010.AG,0.093335,-0.11577,0.050157,0.044251,-0.048624,-0.006972,0.009165,0.008538,-0.016157,-0.020046,-0.006983,-0.001649,-0.006095,-0.017478,0.015201,0.008751,-0.011343,0.000887,0.00264,0.003877,-0.018343,0.001978,-0.005423,0.001566,-0.001317
49.3435,86.3711,Kazakhstan_Berel_IA:BRE011.AG,0.068294,-0.175687,0.062225,0.039083,-0.053548,-0.011992,0.004935,0.01223,-0.011249,-0.022597,-0.013803,-0.000749,0.004906,-0.019955,0.013979,-0.00769,-0.018515,0,0.002891,0.002501,-0.019466,-0.000742,-0.012571,0.00012,0.003832
49.3435,86.3711,Kazakhstan_Berel_IA:BRE012.AG,0.086506,-0.081242,0.061471,0.056848,-0.053856,0.00251,-0.001645,0.000692,-0.016362,-0.032985,-0.006658,-0.001349,0.003865,-0.028075,0.008279,-0.000663,-0.015125,0.00114,0.008045,0.007253,-0.032068,0.002349,-0.001109,-0.004458,-0.005269
49.3435,86.3711,Kazakhstan_Berel_IA:BRE013.AG,0.083091,-0.117801,0.050911,0.051034,-0.051086,0.001116,0.000235,0.001615,-0.016975,-0.033714,-0.002273,-0.005395,0.007136,-0.021882,0.012893,0.009414,-0.001043,0.006461,0,0.011005,-0.015972,0.003091,-0.002711,-0.006989,0.00012
49.3435,86.3711,Kazakhstan_Berel_IA_o3:BRE014.AG,0.040976,-0.357466,0.065242,-0.021641,-0.048932,-0.0251,0.018096,0.020076,0.004909,0.002551,-0.034751,-0.003747,-0.003419,-0.017065,-0.003257,0.002784,0.000522,-0.002407,0.002765,0.016508,-0.01672,0.002102,-0.017871,-0.000482,-0.000359
53.05,70.18,Kazakhstan_Sargat_IA:BRV001.AG,0.091058,-0.020311,0.058077,0.064277,-0.046778,0.003626,-0.00094,-0.006692,-0.015953,-0.032256,-0.000325,-0.005545,-0.000595,-0.028763,0.005972,0.000133,-0.007693,-0.001774,0.001006,-0.01013,-0.007112,0.003957,0.000863,0.005422,-0.005628
50.65421,57.170474,Kazakhstan_Sarmatian_IA:BSB001.AG,0.122929,0.046714,0.036204,0.072352,-0.01508,0.028168,0.005405,-0.002538,-0.02127,-0.029704,0.002923,0.001499,-0.001933,-0.021332,0.021851,0.01074,-0.008475,0.004561,0.010559,-0.001501,-0.003119,-0.006059,0.000123,0.008435,0.004311
50.65421,57.170474,Kazakhstan_Sarmatian_IA:BSB002.AG,0.103579,0.061947,0.040729,0.060401,-0.026774,0.030399,0.00235,0.000692,-0.020248,-0.038999,0.001137,0.00045,0.000595,-0.02491,0.018051,0.012331,0.002608,-0.001014,0.004022,0.004752,0.002995,-0.000866,-0.004067,0.005663,-0.003473
50.65421,57.170474,Kazakhstan_Sarmatian_IA:BSB003.AG,0.113823,0.035544,0.033564,0.059755,-0.021542,0.022869,0.00752,-0.002077,-0.024134,-0.028793,0.00341,0.002698,-0.0055,-0.024359,0.017236,0.024662,0.00352,-0.004561,0.010433,0.005628,0.003743,0.011129,0.009367,-0.00012,-0.004431
50.562039,51.80474,Kazakhstan_Sarmatian_IA:CLK001.AG,0.100164,0.054839,0.041106,0.073967,-0.033545,0.024263,0.00376,-0.010384,-0.034565,-0.048475,0.011854,0.007343,0.002825,-0.02491,0.010586,0.01485,-0.01017,-0.007095,0.00905,-0.005378,-0.012603,-0.004699,-0.007395,0.011568,-0.006466
